grado,asignatura,facultad
grado-quimica,Guía docente de Industrias Químicas (29111B1),Facultad-de-Ciencias
grado-estudios-ingleses,Guía docente de Inglés Instrumental VIII (Nivel C1) (28511M1),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Idioma Moderno Portugués: Inicial 2 (Optativa) (27311PP),Facultad-de-Filosofía-y-Letras
grado-edificacion,Guía docente de Instalaciones III (23011B3),E-T-S--de-Ingeniería-de-Edificación
grado-estudios-ingleses-filologia-hispanica,Guía docente de Inglés Instrumental VII (Nivel C1) (2151148),Facultad-de-Filosofía-y-Letras
grado-edificacion,Guía docente de Inglés Aplicado a la Ingeniería de Edificación (23011E1),E-T-S--de-Ingeniería-de-Edificación
grado-estudios-arquitectura,"Guía docente de Instalaciones 3: Instalaciones Urbanas, Sostenibilidad (2091147)",Escuela-Técnica-Superior-de-Arquitectura
grado-enfermeria,Guía docente de Inglés en Ciencias de la Salud: Enfermería / English in Heatlh Sciences (Nursing) (20711A5),Facultad-de-Ciencias-de-la-Salud
grado-estadistica,Guía docente de Métodos Avanzados de Bioestadística (22311D2),Facultad-de-Ciencias
grado-edificacion,Guía docente de Legislación Administrativa Aplicada a la Edificación (23011A1),E-T-S--de-Ingeniería-de-Edificación
grado-estudios-ingleses,Guía docente de Inglés Instrumental VII (Nivel C1) (2851146),Facultad-de-Filosofía-y-Letras
grado-ciencias-ambientales,Guía docente de Microbiología y Técnicas Ambientales Aplicadas a las Infraestructuras de Aguas y Residuos (20611B5),Facultad-de-Ciencias
grado-bioquimica,Guía docente de Ingeniería Genética Aplicada al Diseño de Fármacos (26111B6),Facultad-de-Ciencias
grado-estadistica,Guía docente de Modelización de Datos Categóricos (22311A2),Facultad-de-Ciencias
grado-bioquimica,Guía docente de Ingeniería de Proteínas (26111B5),Facultad-de-Ciencias
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Maior Ruso: Superior 2 (2731148),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Catalán: Inicial 2 (27311EB),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Introducción a la Lingüística y Literatura Románicas (28311D1),Facultad-de-Filosofía-y-Letras
grado-quimica,Guía docente de Laboratorio de Síntesis Orgánica (29111A4),Facultad-de-Ciencias
grado-literaturas-comparadas,Guía docente de Métrica Comparada (29011A1),Facultad-de-Filosofía-y-Letras
grado-estadistica,Guía docente de Minería de Datos (22311C2),Facultad-de-Ciencias
grado-lenguas-modernas-sus-literaturas,Guía docente de La Lengua y Literatura Italianas en la Red (27311C6),Facultad-de-Filosofía-y-Letras
grado-historia,Guía docente de La Ciudad en el Mundo Antiguo (29211C1),Facultad-de-Filosofía-y-Letras
grado-logopedia,Guía docente de Intervención Logopédica en Problemas de Lectura y Escritura (28611B7),Facultad-de-Psicología
grado-literaturas-comparadas,Guía docente de Idioma Moderno Superior II: Inglés (290110R),Facultad-de-Filosofía-y-Letras
grado-relaciones-laborales-recursos-humanos-mel,Guía docente de Informática de Soporte a Interacción Laboral (55911B3),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Búlgaro: Inicial 2 (27311E7),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,"Guía docente de Literatura y Otras Artes en Hispanoamérica: Pintura, Música, Cine, Televisión (28311C1)",Facultad-de-Filosofía-y-Letras
grado-filologia-clasica,Guía docente de Métrica Latina (27611D2),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Checo: Avanzado 2 (273114C),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Mediación Intercultural en Lengua China (27311A6),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Inglés Instrumental:Expresión Escrita (Nivel B2+). Lengua Minor Avanzado 2 (273114F),Facultad-de-Filosofía-y-Letras
grado-marketing-investigacion-mercados,Guía docente de Marketing Electrónico (23611B1),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-marketing-investigacion-mercados,Guía docente de Marketing Cultural y Turístico (23611B2),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-educacion-primaria-estudios-ingleses,Guía docente de Literatura Norteamericana II (2551156),Facultad-de-Ciencias-de-la-EducaciónFacultad-de-Filosofía-y-Letras
grado-ingenieria-civil,Guía docente de Luminotecnia (Especialidad Transportes y Servicios Urbanos) (237114E),E-T-S---de-Ingeniería-de-Caminos--Canales-y-Puertos
grado-ingenieria-informatica-ceuta,Guía docente de Metaheurísticas (496113E),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-antropologia-social-cultural,Guía docente de Migraciones y Educación (29411A7),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Literatura Hispanoamericana Contemporánea: del Siglo XX a la Actualidad (2831144),Facultad-de-Filosofía-y-Letras
grado-ingenieria-civil-administrdirecc-empresas,Guía docente de Ingeniería Sanitaria Urbana (217114E),E-T-S--de-Ingeniería-de-Caminos--Canales-y-PuertosFacultad-de-Ciencias-Económicas-y-Empresariales
grado-ciencias-actividad-fisica-deporte,Guía docente de Iniciación y Especialización Temprana en el Deporte (28811M4),Facultad-de-Ciencias-del-Deporte
grado-psicologia,Guía docente de Neuropsicología Clínica (26411B3),Facultad-de-Psicología
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Polaco: Avanzado 2 (273114H),Facultad-de-Filosofía-y-Letras
grado-traduccion-interpretacion,Guía docente de Lengua C Nivel 2 Griego (Tercera Lengua Extranjera) (25211QO),Facultad-de-Traducción-e-Interpretación
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Maior Hebreo: Superior 2 (2731144),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Literaturas Comparadas II (2901147),Facultad-de-Filosofía-y-Letras
grado-logopedia,Guía docente de Intervenciòn Logopédica en Atención Temprana (28611B5),Facultad-de-Psicología
grado-marketing-investigacion-mercados,Guía docente de Información Contable para la Gestión (23611D1),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Griego Moderno: Avanzado 2 (273114W),Facultad-de-Filosofía-y-Letras
grado-odontologia,Guía docente de Medicina Bucal II (2011149),Facultad-de-Odontología
grado-estadistica,Guía docente de Modelos en Estadística Demográfica (22311E2),Facultad-de-Ciencias
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Italiano Avanzado 2 (273114S),Facultad-de-Filosofía-y-Letras
grado-filologia-clasica,Guía docente de Mitología Clásica (27611B3),Facultad-de-Filosofía-y-Letras
grado-historia-ciencias-musica,Guía docente de Música y Escena (29911B1),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Ucraniano: Inicial 2 (27311EG),Facultad-de-Filosofía-y-Letras
grado-criminologia,Guía docente de Mediación y Conciliación (24511A9),Facultad-de-Derecho
grado-matematicas-fisica,Guía docente de Modelos Matemáticos II (2951148),Facultad-de-Ciencias
grado-historia-ciencias-musica,Guía docente de Música y Cultura (29911M3),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Portugués: Avanzado 2 (273114J),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Chino Avanzado 2 (273114M),Facultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Alemán: Avanzado 2 (273114U),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Música y Escena (2901146),Facultad-de-Filosofía-y-Letras
grado-ingenieria-informatica,Guía docente de Mantenimiento de Equipos Informáticos (Especialidad Ingeniería de Computadores) (29611CF),E-T-S--de-Ingenierías-Informática-y-de-Telecomunicación
grado-ingenieria-informatica-matematicas,Guía docente de Modelos Matemáticos II (2971149),E-T-S--de-Ingenierías-Informática-y-de-TelecomunicaciónFacultad-de-Ciencias
grado-educacion-primaria-estudios-ingleses,Guía docente de Literatura Inglesa IV (2551148),Facultad-de-Ciencias-de-la-EducaciónFacultad-de-Filosofía-y-Letras
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Japonés: Avanzado 2 (273114Y),Facultad-de-Filosofía-y-Letras
grado-edificacion-administ-direcc-empresas,Guía docente de Mediciones y Presupuestos (218114D),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Ciencias-Económicas-y-Empresariales
grado-conservacion-restauracion-bienes-cultural,Guía docente de Museología y Comisariado (26511M6),Facultad-de-Bellas-Artes
grado-ingenieria-informatica,Guía docente de Nuevas Tecnologías de la Programación (Especialidad Ingeniería del Software) (29611BD),E-T-S--de-Ingenierías-Informática-y-de-Telecomunicación
grado-marketing-investigacion-mercados,Guía docente de Logística y Merchandising (23611M1),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-lenguas-modernas-sus-literaturas,Guía docente de Lengua Moderna Minor Hebreo Avanzado 2 (273114Q),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Literaturas Románicas Peninsulares (29011A5),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Literatura Árabe Contemporánea (2791147),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses-filologia-hispanica,Guía docente de Literatura Hispanoamericana del Siglo XIX: desde la Independencia al Modernismo (215114A),Facultad-de-Filosofía-y-Letras
grado-biotecnologia,Guía docente de Patogénesis Molecular Bacteriana (25111AE),Facultad-de-Ciencias
grado-fisioterapia-melilla,Guía docente de Prácticas Tuteladas II (5411182),Facultad-de-Ciencias-de-la-Salud-de-Melilla
grado-educacion-social-ceuta,Guía docente de Prácticas Externas (4141188),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-administracion-direccion-empresas-ceuta,Guía docente de Planificación y Valoración de Empresas (43311M1),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-optica-optometria,Guía docente de Prácticas Externas (2871188),Facultad-de-Ciencias
grado-ciencias-politicas-administracion,Guía docente de Prácticas (21211P8),Facultad-de-Ciencias-Políticas-y-Sociología
grado-geografia-gestion-territorio,Guía docente de Prácticas Externas (20811P8),Facultad-de-Filosofía-y-Letras
grado-medicina,Guía docente de Patología del Aparato Urinario y Enfermedades Infecciosas (2221148),Facultad-de-Medicina
grado-turismo,Guía docente de Patrimonio Cultural y Turismo (23811M3),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-ciencias-ambientales,Guía docente de Parasitología y Medio Ambiente (20611B6),Facultad-de-Ciencias
grado-terapia-ocupacional,Guía docente de Prácticas Tuteladas VII (2431187),Facultad-de-Ciencias-de-la-Salud
grado-fisioterapia,Guía docente de Prácticas Tuteladas II (2411182),Facultad-de-Ciencias-de-la-Salud
grado-terapia-ocupacional,Guía docente de Prácticas Tuteladas VI (2431186),Facultad-de-Ciencias-de-la-Salud
grado-informacion-documentacion,Guía docente de Prácticas Externas (2311188),Facultad-de-Comunicación-y-Documentación
grado-ingenieria-electronica-industrial,Guía docente de Prácticas Externas (20511P8),Facultad-de-Ciencias
grado-administracion-direccion-empresas-dcho-melilla,Guía docente de Planificación y Valoración de Empresas (52811AE),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-enfermeria-melilla,Guía docente de Prácticas Externas C (5071183),Facultad-de-Ciencias-de-la-Salud-de-Melilla
grado-administracion-direccion-empresas-melilla,Guía docente de Prácticas Externas (53311P8),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-ingenieria-quimica,Guía docente de Óptica Aplicada a la Industria Química (22011A8),Facultad-de-Ciencias
grado-edificacion,Guía docente de Prácticas Externas (2301188),E-T-S--de-Ingeniería-de-Edificación
grado-quimica,Guía docente de Prácticas Externas (29111P8),Facultad-de-Ciencias
grado-ingenieria-civil,Guía docente de Prácticas Externas (23711P8),E-T-S---de-Ingeniería-de-Caminos--Canales-y-Puertos
grado-administracion-direccion-empresas-melilla,Guía docente de Planificación y Valoración de Empresas (53311M1),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-arqueologia,Guía docente de Prácticum (2661188),Facultad-de-Filosofía-y-Letras
grado-bioquimica,Guía docente de Parasitología Bioquímica y Molecular (26111A6),Facultad-de-Ciencias
grado-sociologia,Guía docente de Prácticas Externas (2141188),Facultad-de-Ciencias-Políticas-y-Sociología
grado-estudios-arabes-islamicos,Guía docente de Pensamiento Árabe Contemporáneo (27911E1),Facultad-de-Filosofía-y-Letras
grado-filosofia,Guía docente de Ontología Crítica (26311M7),Facultad-de-Filosofía-y-Letras
grado-estudios-arquitectura,Guía docente de Prácticas Emergentes de Proyecto (20911AC),Escuela-Técnica-Superior-de-Arquitectura
grado-ingenieria-civil,Guía docente de Planificación Hidrológica (Especialidad Hidrología) (237114G),E-T-S---de-Ingeniería-de-Caminos--Canales-y-Puertos
grado-ingenieria-informatica-ceuta,Guía docente de Periféricos y Dispositivos de Interfaz Humana (49611DB),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-psicologia,Guía docente de Prácticas Externas (2641188),Facultad-de-Psicología
grado-farmacia,Guía docente de Nutrición y Bromatología (2041145),Facultad-de-Farmacia
grado-conservacion-restauracion-bienes-cultural,Guía docente de Prácticas Externas (26511P8),Facultad-de-Bellas-Artes
grado-historia-ciencias-musica,Guía docente de Prácticas Externas (29911P8),Facultad-de-Filosofía-y-Letras
grado-matematicas-fisica,Guía docente de Óptica II (295114B),Facultad-de-Ciencias
grado-inga-informatica-administ-direcc-empresas,Guía docente de Organización de Empresas (2161149),E-T-S--de-Ingenierías-Informática-y-de-TelecomunicaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-ciencias-actividad-fisica-deporte,Guía docente de Prácticas Externas (2881188),Facultad-de-Ciencias-del-Deporte
grado-ingenieria-informatica,Guía docente de Periféricos y Dispositivos de Interfaz Humana (Especialidad Sistemas de Información) (29611DB),E-T-S--de-Ingenierías-Informática-y-de-Telecomunicación
grado-administracion-direccion-empresas-derecho,Guía docente de Organización de Empresas (2281148),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Derecho
grado-administracion-direccion-empresas-ceuta,Guía docente de Organización Industrial: Evidencias Históricas (43311F1),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-derecho,Guía docente de Prácticas Externas (2421188),Facultad-de-Derecho
grado-educacion-primaria-estudios-franceses,Guía docente de Prácticum II (2541189),Facultad-de-Ciencias-de-la-EducaciónFacultad-de-Filosofía-y-Letras
grado-sociologia,Guía docente de Políticas de Desarrollo Local (21411M9),Facultad-de-Ciencias-Políticas-y-Sociología
grado-educacion-social,Guía docente de Prácticas Externas (2441188),Facultad-de-Ciencias-de-la-Educación
grado-enfermeria-ceuta,Guía docente de Prácticas Externas C (4071183),Facultad-de-Ciencias-de-la-Salud-de-Ceuta
grado-geologia,Guía docente de Petrogénesis (26811H2),Facultad-de-Ciencias
grado-educacion-social-melilla,Guía docente de Prácticas Externas (5141188),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-enfermeria,Guía docente de Prácticas Externas-C (2071183),Facultad-de-Ciencias-de-la-Salud
grado-educacion-infantil-melilla,Guía docente de Practicum II (5581182),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-terapia-ocupacional,Guía docente de Prácticas Tuteladas V (2431185),Facultad-de-Ciencias-de-la-Salud
grado-odontologia,Guía docente de Odontopediatría II (2011145),Facultad-de-Odontología
grado-terapia-ocupacional,Guía docente de Prácticas Tuteladas IV (2431184),Facultad-de-Ciencias-de-la-Salud
grado-traduccion-interpretacion-turismo,Guía docente de Planificación y Gestión Territorial Par Turismo Sostenible (253114Q),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-educacion-primaria-bilingue,Guía docente de Prácticum II (2561189),Facultad-de-Ciencias-de-la-Educación
grado-educacion-primaria-melilla,Guía docente de Prácticum II (5571189),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-administracion-direccion-empresas-dcho-melilla,Guía docente de Organización de Empresas (5281148),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-antropologia-social-cultural,Guía docente de Prácticas de Trabajo de Campo Antropológico (2941142),Facultad-de-Filosofía-y-Letras
grado-edificacion-administ-direcc-empresas,Guía docente de Organización de Empresaas (218114A),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Ciencias-Económicas-y-Empresariales
grado-administracion-direccion-empresas,Guía docente de Organización Industrial: Evidencias Históricas (23511F1),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-ciencias-ambientales,"Guía docente de Población, Territorio, Paisaje y Sostenibilidad (20611B7)",Facultad-de-Ciencias
grado-estudios-arabes-islamicos,Guía docente de Prácticas Externas (27911P8),Facultad-de-Filosofía-y-Letras
grado-educacion-primaria,Guía docente de Prácticum II (2571189),Facultad-de-Ciencias-de-la-Educación
grado-informacion-documentacion,Guía docente de Nuevas Tendencias en los Servicios de Información (23111B7),Facultad-de-Comunicación-y-Documentación
grado-geologia,Guía docente de Paleontología Aplicada (26811B2),Facultad-de-Ciencias
grado-educacion-primaria-melilla,Guía docente de Practicum III (Audición y Lenguaje) (55711M7),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-relaciones-laborales-recursos-humanos,Guía docente de Prácticas Externas (25911P8),Facultad-de-Relaciones-Laborales-y-Recursos-Humanos
grado-geografia-gestion-territorio,Guía docente de Planificación y Gestión de los Espacios Rurales (20811B3),Facultad-de-Filosofía-y-Letras
grado-biotecnologia,Guía docente de Prácticas Externas (25111P8),Facultad-de-Ciencias
grado-ciencias-politicas-administracion,Guía docente de Políticas de Seguridad y Defensa (21211G3),Facultad-de-Ciencias-Políticas-y-Sociología
grado-pedagogia,Guía docente de Prácticas Externas II: Inmersión en Contextos Profesionales (2981188),Facultad-de-Ciencias-de-la-Educación
grado-administracion-direccion-empresas,Guía docente de Planificación y Valoración de Empresas (23511M1),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-trabajo-social,Guía docente de Prácticas Externas en Organizaciones Sociales (2491188),Facultad-de-Trabajo-Social
grado-ingenieria-civil-administrdirecc-empresas,Guía docente de Organización de Empresas (217114A),E-T-S--de-Ingeniería-de-Caminos--Canales-y-PuertosFacultad-de-Ciencias-Económicas-y-Empresariales
grado-medicina,Guía docente de Patología del Sistema Nervioso y Geriatría (2221146),Facultad-de-Medicina
grado-trabajo-social,Guía docente de Políticas Migratorias en España y la Unión Europea (24911D1),Facultad-de-Trabajo-Social
grado-criminologia,Guía docente de Prácticas Externas (2451188),Facultad-de-Derecho
grado-criminologia,Guía docente de Políticas Públicas de Seguridad y su Evaluación (2451146),Facultad-de-Derecho
grado-educacion-primaria-estudios-ingleses,Guía docente de Prácticum II (2551189),Facultad-de-Ciencias-de-la-EducaciónFacultad-de-Filosofía-y-Letras
grado-educacion-infantil,Guía docente de Practicum II (2581182),Facultad-de-Ciencias-de-la-Educación
grado-educacion-infantil-ceuta,Guía docente de Practicum II (4581182),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-educacion-primaria-ceuta,Guía docente de Prácticum II (4571189),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-educacion-primaria-ceuta,Guía docente de Practicum III (Audición y Lenguaje) (45711M7),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-ingenieria-informatica,Guía docente de Robótica Industrial (Especialidad Computación y Sistemas Inteligentes) (29611AC),Facultad-Desconocida
grado-criminologia,Guía docente de Psicopatología Forense y Criminal (24511B8),Facultad-Desconocida
grado-psicologia,Guía docente de Riesgos Psicosociales y Salud Laboral (26411C5),Facultad-Desconocida
grado-ingenieria-informatica,Guía docente de Sistemas Cooperativos y Gestión de Contenidos (Especialidad Sistemas de Información) (29611DD),Facultad-Desconocida
grado-ingenieria-electronica-industrial,Guía docente de Prototipado y Test Electrónicos (20511D2),Facultad-de-Ciencias
grado-sociologia,Guía docente de Sociología de la Familia (21411B5),Facultad-de-Ciencias-Políticas-y-Sociología
grado-estudios-arquitectura,Guía docente de Proyectos 7 (2091146),Escuela-Técnica-Superior-de-Arquitectura
grado-filologia-clasica,Guía docente de Textos Griegos IV. 2 (2761143),Facultad-de-Filosofía-y-Letras
grado-relaciones-laborales-recursos-humanos,Guía docente de Régimen Jurídico de los Trabajadores Extranjeros en España (25911C3),Facultad-de-Relaciones-Laborales-y-Recursos-Humanos
grado-marketing-investigacion-mercados,Guía docente de Sociología del Consumo (23611E1),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-ingenieria-informatica,Guía docente de Programación de Dispositivos Móviles (Especialidad Tecnologías de la Información) (29611FD),E-T-S--de-Ingenierías-Informática-y-de-Telecomunicación
grado-educacion-primaria-melilla,Guía docente de Practicum III (Educación Física) (55711M2),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-ingenieria-informatica-ceuta,Guía docente de Proyecto Fin de Grado (4961199),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-ingenieria-electronica-industrial,Guía docente de Prevención de Riesgos Laborales (20511A2),Facultad-de-Ciencias
grado-educacion-primaria,Guía docente de Practicum III (Lengua Extranjera) (25711M4),Facultad-de-Ciencias-de-la-Educación
grado-derecho,Guía docente de Proceso Laboral (24211C2),Facultad-de-Derecho
grado-relaciones-laborales-recursos-humanos-mel,Guía docente de Selección y Formación de Personal (55911M1),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-ingenieria-quimica,Guía docente de Tecnologías para el Tratamiento de Aguas (22011B3),Facultad-de-Ciencias
grado-geografia-gestion-territorio,Guía docente de Recursos Naturales y Planificación del Medio Físico (20811M5),Facultad-de-Filosofía-y-Letras
grado-ingenieria-tecnologias-telecomunicacion,Guía docente de Programación de Sistemas Empotrados y de Tiempo Real (22111BB),E-T-S--de-Ingenierías-Informática-y-de-Telecomunicación
grado-derecho,Guía docente de Proceso Administrativo (24211B5),Facultad-de-Derecho
grado-educacion-primaria-ceuta,Guía docente de Practicum III (Educación Especial) (45711M3),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-marketing-investigacion-mercados,Guía docente de Sistemas Informáticos de Soporte a la Colaboración y Decisión (23611F2),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-educacion-primaria-bilingue,Guía docente de Practicum III (Lengua Extranjera) (25611M4),Facultad-de-Ciencias-de-la-Educación
grado-edificacion,Guía docente de Proyecto Interdisciplinario de Planeamiento (23011C2),E-T-S--de-Ingeniería-de-Edificación
grado-quimica,Guía docente de Técnicas Químico Físicas Avanzadas y su Aplicación a Ciencias de la Vida (29111D3),Facultad-de-Ciencias
grado-geologia,Guía docente de Riesgos Geológicos Ligados a Procesos Sedimentarios (26811A4),Facultad-de-Ciencias
grado-educacion-primaria-melilla,Guía docente de Practicum III (Lengua Extranjera) (55711M4),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-farmacia,Guía docente de Tecnología Farmacéutica III (2041147),Facultad-de-Farmacia
grado-lenguas-modernas-sus-literaturas,Guía docente de Textos Literarios Contemporáneos Chinos (27311A8),Facultad-de-Filosofía-y-Letras
grado-ingenieria-informatica,Guía docente de Programación Paralela (Especialidad Ingeniería del Software) (29611BC),E-T-S--de-Ingenierías-Informática-y-de-Telecomunicación
grado-ingenieria-informatica,Guía docente de Redes Multiservicio (Especialidad Tecnologías de la Información) (29611FE),E-T-S--de-Ingenierías-Informática-y-de-Telecomunicación
grado-administracion-direccion-empresas-dcho-melilla,"Guía docente de Propiedad Industrial, Intelectual y Ordenación de Mercado (52811D2)",Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-psicologia,Guía docente de Psicología de la Educación Especial (26411D3),Facultad-de-Psicología
grado-ciencias-actividad-fisica-deporte,Guía docente de Psicopedagogía de la Motricidad y Necesidades Especiales (28811X3),Facultad-de-Ciencias-del-Deporte
grado-literaturas-comparadas,Guía docente de Semiótica Literaria (29011M2),Facultad-de-Filosofía-y-Letras
grado-turismo,Guía docente de Sistemas de Información Basados en Internet (23811M4),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-estudios-arabes-islamicos,Guía docente de Textos Literarios Árabes Contemporáneos (27911D2),Facultad-de-Filosofía-y-Letras
grado-sociologia,Guía docente de Sociología Política (2141132),Facultad-de-Ciencias-Políticas-y-Sociología
grado-educacion-primaria-melilla,Guía docente de Practicum III (Educación Musical) (55711M1),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-ciencias-ambientales,Guía docente de Sociología Ambiental (20611C2),Facultad-de-Ciencias
grado-edificacion,Guía docente de Proyecto Fin de Grado (2301199),E-T-S--de-Ingeniería-de-Edificación
grado-sociologia,Guía docente de Sociología del Consumo (21411M7),Facultad-de-Ciencias-Políticas-y-Sociología
grado-ingenieria-informatica,Guía docente de Programación Lúdica (Especialidad Computación y Sistemas Inteligentes) (29611AB),E-T-S--de-Ingenierías-Informática-y-de-Telecomunicación
grado-filosofia,Guía docente de Teoría de la Experiencia Estética (2631147),Facultad-de-Filosofía-y-Letras
grado-matematicas,Guía docente de Teoría de Números y Criptografía (27011A4),Facultad-de-Ciencias
grado-relaciones-laborales-recursos-humanos,Guía docente de Trabajo Fin de Grado (2591199),Facultad-de-Relaciones-Laborales-y-Recursos-Humanos
grado-traduccion-interpretacion-turismo,Guía docente de Traducción Multimedia Inglés (253114K),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-criminologia,Guía docente de Trabajo Fin de Grado (2451199),Facultad-de-Derecho
grado-ciencias-actividad-fisica-deporte,Guía docente de Trabajo Fin de Grado (2881199),Facultad-de-Ciencias-del-Deporte
grado-traduccion-interpretacion,Guía docente de Trabajo Fin de Grado (2521199),Facultad-de-Traducción-e-Interpretación
grado-geografia-gestion-territorio,Guía docente de Trabajo Fin de Grado (2081198),Facultad-de-Filosofía-y-Letras
grado-terapia-ocupacional,Guía docente de Trabajo Fin de Grado (2431199),Facultad-de-Ciencias-de-la-Salud
grado-historia-ciencias-musica,Guía docente de Trabajo Fin de Grado (2991199),Facultad-de-Filosofía-y-Letras
grado-traduccion-interpretacion,Guía docente de Traducción 3 C Francés (252114Q),Facultad-de-Traducción-e-Interpretación
grado-administracion-direccion-empresas-melilla,Guía docente de Trabajo Fin de Grado (5331199),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-finanzas-contabilidad,Guía docente de Trabajo Fin de Grado (2331199),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-lenguas-modernas-sus-literaturas,Guía docente de Traducción del Ruso al Español (27311DC),Facultad-de-Filosofía-y-Letras
grado-logopedia,Guía docente de Trabajo Fin de Grado (2861199),Facultad-de-Psicología
grado-administracion-direccion-empresas,Guía docente de Trabajo Fin de Grado (2351199),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-sociologia,Guía docente de Trabajo Fin de Grado (2141199),Facultad-de-Ciencias-Políticas-y-Sociología
grado-traduccion-interpretacion,Guía docente de Traducción Multimedia Francés (252114L),Facultad-de-Traducción-e-Interpretación
grado-biologia,Guía docente de Trabajo Fin de Grado (2001199),Facultad-de-Ciencias
grado-enfermeria-melilla,Guía docente de Trabajo Fin de Grado (5071199),Facultad-de-Ciencias-de-la-Salud-de-Melilla
